标题,作者,内容
宫中行乐词八首,李白-唐朝,"['小小生金屋，盈盈在紫微。\n', '山花插宝髻，石竹绣罗衣。\n', '每出深宫里，常随步辇归。\n', '只愁歌舞散，化作彩云飞。\n', '柳色黄金嫩，梨花白雪香。\n', '玉楼巢翡翠，金殿锁鸳鸯。\n', '选妓随雕辇，征歌出洞房。\n', '宫中谁第一，飞燕在昭阳。\n', '卢橘为秦树，蒲桃出汉宫。\n', '烟花宜落日，丝管醉春风。\n', '笛奏龙吟水，箫鸣凤下空。\n', '君王多乐事，还与万方同。\n', '玉树春归日，金宫乐事多。\n', '后庭朝未入，轻辇夜相过。\n', '笑出花间语，娇来竹下歌。\n', '莫教明月去，留著醉嫦娥。\n', '绣户香风暖，纱窗曙色新。\n', '宫花争笑日，池草暗生春。\n', '绿树闻歌鸟，青楼见舞人。\n', '昭阳桃李月，罗绮自相亲。\n', '今日明光里，还须结伴游。\n', '春风开紫殿，天乐下朱楼。\n', '艳舞全知巧，娇歌半欲羞。\n', '更怜花月夜，宫女笑藏钩。\n', '寒雪梅中尽，春风柳上归。\n', '宫莺娇欲醉，檐燕语还飞。\n', '迟日明歌席，新花艳舞衣。\n', '晚来移彩仗，行乐泥光辉。\n', '水绿南薰殿，花红北阙楼。\n', '莺歌闻太液，凤吹绕瀛洲。\n', '素女鸣珠佩，天人弄彩球。\n', '今朝风日好，宜入未央游。\n']"
